idx,question,true_label,predicted_label,correct,score_yes,score_no,score_maybe,confidence_margin,generated_text,prompt_token_len,truncated,uncertain,parsed_from_text,is_parsable,text_label_match,margin_bucket,length_bucket
110,Do inhaled steroids differ from cromones in terms of hospital admission rates for asthma in children?,yes,no,False,4.6454,8.0748,3.2403,3.4293,"""No.""",303,False,False,no,True,True,2–5,<= 512 (normal)
111,Does airway surgery lower serum lipid levels in obstructive sleep apnea patients?,yes,no,False,4.2827,7.8146,3.3512,3.5319,"UPPP may improve serum lipid profiles in OSA patients with normal serum lipids, but not in those with isolated hypertriglyceridemia or hypercholesterolemia.",368,False,False,unparsable,False,False,2–5,<= 512 (normal)
112,Israeli hospital preparedness for terrorism-related multiple casualty incidents: can the surge capacity and injury severity distribution be better predicted?,yes,no,False,1.7914,7.7499,2.1435,5.6064,"""No.""",339,False,False,no,True,True,> 5 (confident),<= 512 (normal)
113,Do instrumental activities of daily living predict dementia at 1- and 2-year follow-up?,yes,yes,True,9.0248,8.3487,3.6242,0.676,"""Do you have IADL disabilities?""",330,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
114,Is pelvic pain associated with defecatory symptoms in women with pelvic organ prolapse?,yes,no,False,7.0171,9.9965,3.4473,2.9794,"""no pain"" (n = 124), ""pain"" (n = 96).",208,False,False,no,True,True,2–5,<= 512 (normal)
115,Does the SCL 90-R obsessive-compulsive dimension identify cognitive impairments?,yes,no,False,7.6178,7.9308,4.326,0.313,"""Yes,"" ""No,"" or ""No.""",256,False,True,yes,True,False,< 1 (uncertain),<= 512 (normal)
116,Is non-HDL-cholesterol a better predictor of long-term outcome in patients after acute myocardial infarction compared to LDL-cholesterol?,yes,no,False,4.9929,7.4131,5.9059,1.5072,non-HDL-C is a better predictor of long-term outcome than LDL-C in Thai patients after AMI.,415,False,False,no,True,True,1–2,<= 512 (normal)
117,Body diffusion-weighted MR imaging of uterine endometrial cancer: is it helpful in the detection of cancer in nonenhanced MR imaging?,yes,no,False,4.086,7.917,1.5109,3.831,DW images are useful in the detection of endometrial cancer in addition to T2-weighted images.,343,False,False,unparsable,False,False,2–5,<= 512 (normal)
118,Does pediatric housestaff experience influence tests ordered for infants in the neonatal intensive care unit?,yes,no,False,3.873,7.4465,4.8424,2.6042,"""We believe that the on-call pediatric house officer is more likely to order tests for infants in the neonatal ICU than residents.""",370,False,False,unparsable,False,False,2–5,<= 512 (normal)
119,Biomolecular identification of allergenic pollen: a new perspective for aerobiological monitoring?,yes,no,False,4.4562,7.0018,1.9495,2.5456,the PCR-based method is a promising tool for the detection and quantification of allergenic pollen.,279,False,False,unparsable,False,False,2–5,<= 512 (normal)
120,Is the 7th TNM edition suitable for biological predictor in early gastric cancer?,yes,no,False,3.3048,6.8796,3.2614,3.5748,the 7th TNM staging is not suitable for prediction of clinical behavior of EGC.,243,False,False,unparsable,False,False,2–5,<= 512 (normal)
121,Are lower fasting plasma glucose levels at diagnosis of type 2 diabetes associated with improved outcomes?,yes,no,False,6.4224,8.306,4.1337,1.8836,"""There is no evidence that FPG levels at diagnosis of type 2 diabetes are associated with improved outcomes.""",300,False,False,no,True,True,1–2,<= 512 (normal)
122,Remote ischemic postconditioning: does it protect against ischemic damage in percutaneous coronary revascularization?,yes,no,False,8.7628,9.2097,3.1304,0.4469,"""yes"" for the primary outcome and ""no"" for the secondary outcome.",238,False,True,yes,True,False,< 1 (uncertain),<= 512 (normal)
123,Does multi-modal cervical physical therapy improve tinnitus in patients with cervicogenic somatic tinnitus?,yes,no,False,7.2941,8.7637,5.4846,1.4696,"""No.""",354,False,False,no,True,True,1–2,<= 512 (normal)
124,Processing fluency effects: can the content and presentation of participant information sheets influence recruitment and participation for an antenatal intervention?,yes,no,False,5.2063,6.3163,1.5196,1.1099,"Double Awkward (p = .014), Double Fluent (p = .018), Awkward Title-Flu",254,False,False,unparsable,False,False,1–2,<= 512 (normal)
125,Fulfilling human resources development goal in West Africa: can the training of ophthalmologist diplomates be improved?,yes,no,False,4.4933,6.7295,3.6508,2.2362,the ODT should be improved to meet the human resources development goal in West Africa.,424,False,False,unparsable,False,False,2–5,<= 512 (normal)
126,Predicting admission at triage: are nurses better than a simple objective score?,yes,no,False,6.8412,7.9302,2.4603,1.0889,'GAPS' = GAPS '+ VAS'.,361,False,False,unparsable,False,False,1–2,<= 512 (normal)
127,Are adult body circumferences associated with height?,yes,no,False,3.2486,7.9427,4.3638,3.5789,"WC / height scaled positively to height in men and women, and HC / height scaled negatively to height in men and women.",371,False,False,unparsable,False,False,2–5,<= 512 (normal)
128,Can progression of valvar aortic stenosis be predicted accurately?,yes,no,False,6.0077,7.9166,4.076,1.909,"If AVA is below 0.75 cm (2), or AVA is 0.8 cm (2) or 1.0 cm (2) with VC of I",290,False,False,unparsable,False,False,1–2,<= 512 (normal)
129,Does the National Institutes of Health Stroke Scale favor left hemisphere strokes?,yes,yes,True,8.2393,6.9988,3.9626,1.2404,"""The NIHSS score is a valid, reproducible scale that measures neurological deficit in patients with right hemisphere strokes.""",403,False,False,unparsable,False,False,1–2,<= 512 (normal)
130,MiraLAX vs. Golytely: is there a significant difference in the adenoma detection rate?,yes,no,False,3.294,7.6163,2.6674,4.3222,MiraLAX is more efficacious than Golytely in bowel preparation quality and adenoma detection.,360,False,False,unparsable,False,False,2–5,<= 512 (normal)
131,Can gingival crevicular blood be relied upon for assessment of blood glucose level?,yes,no,False,5.499,7.2602,4.154,1.7612,"""It is possible to use gingival crevicular blood for the assessment of blood glucose levels.""",271,False,False,unparsable,False,False,1–2,<= 512 (normal)
132,Is zero central line-associated bloodstream infection rate sustainable?,yes,no,False,4.13,6.7989,0.8471,2.6689,"""We have been able to achieve zero CLABSI rates in our NICU for > 370 consecutive days.""",296,False,False,unparsable,False,False,2–5,<= 512 (normal)
133,Does treatment duration affect outcome after radiotherapy for prostate cancer?,yes,no,False,7.2683,8.2756,5.7313,1.0073,"""The longer the treatment, the worse the outcome.""",364,False,False,unparsable,False,False,1–2,<= 512 (normal)
134,Patient-Controlled Therapy of Breathlessness in Palliative Care: A New Therapeutic Concept for Opioid Administration?,yes,no,False,5.5093,7.8629,3.6753,2.3536,"""I am not able to do anything to relieve my breathlessness.""",409,False,False,no,True,True,2–5,<= 512 (normal)
135,Is pain a clinically relevant problem in general adult psychiatry?,yes,no,False,6.2969,7.8436,4.2237,1.5468,"""Pain is a clinically relevant problem in general adult psychiatry.""",254,False,False,unparsable,False,False,1–2,<= 512 (normal)
136,Should displaced midshaft clavicular fractures be treated surgically?,yes,no,False,8.133,8.5339,4.6859,0.4009,"""There is no evidence that operative treatment is superior to nonoperative treatment for DMCF.""",312,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
137,Telemedicine and type 1 diabetes: is technology per se sufficient to improve glycaemic control?,yes,no,False,4.3954,8.0941,1.5811,3.6986,"""Telemedicine and teleconsultations are not sufficient to improve glycaemic control.""",334,False,False,unparsable,False,False,2–5,<= 512 (normal)
138,Do European people with type 1 diabetes consume a high atherogenic diet?,yes,no,False,3.6752,8.1657,2.5211,4.4905,"protein (100 / 0 / 0), fat (100 / 0 / 0), carbohydrate (100 / 0 / 0), saturated fat (",354,False,False,unparsable,False,False,2–5,<= 512 (normal)
139,Preoperative platelet count in esophageal squamous cell carcinoma: is it a prognostic factor?,yes,no,False,4.889,7.6748,1.4506,2.7858,platelet count ≤ 205 is a favorable prognostic factor for ESCC.,317,False,False,unparsable,False,False,2–5,<= 512 (normal)
140,Should serum pancreatic lipase replace serum amylase as a biomarker of acute pancreatitis?,yes,no,False,6.3035,7.443,4.5173,1.1395,"""If serum pancreatic lipase is elevated, then serum amylase is normal.""",390,False,False,unparsable,False,False,1–2,<= 512 (normal)
141,Do Electrochemiluminescence Assays Improve Prediction of Time to Type 1 Diabetes in Autoantibody-Positive TrialNet Subjects?,yes,yes,True,7.4142,7.369,2.8925,0.0452,ECL-GADA and / or ECL-IAA are useful predictors of time to diabetes in autoantibody-positive TrialNet subjects.,365,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
142,Does SYNTAX score predict in-hospital outcomes in patients with ST elevation myocardial infarction undergoing primary percutaneous coronary intervention?,yes,no,False,7.1258,10.8924,4.1643,3.7666,"SxS > 22 is associated with higher risk of no-reflow (OR 3.734, 95% CI 1.704-8.0",364,False,False,unparsable,False,False,2–5,<= 512 (normal)
143,Are behavioural risk factors to be blamed for the conversion from optimal blood pressure to hypertensive status in Black South Africans?,yes,no,False,3.5602,7.1878,2.749,3.6276,'Is it possible to predict the development of hypertension from optimal BP to hypertensive status in Black South Africans?'.,375,False,False,unparsable,False,False,2–5,<= 512 (normal)
144,Does the type of tibial component affect mechanical alignment in unicompartmental knee replacement?,yes,no,False,2.666,7.1319,3.3856,3.7463,"""The thicker the insert, the better the postoperative alignment.""",277,False,False,unparsable,False,False,2–5,<= 512 (normal)
145,Upstream solutions: does the supplemental security income program reduce disability in the elderly?,yes,no,False,3.797,6.36,2.4411,2.5629,The SSI program has a substantial effect on disability among the elderly.,328,False,False,unparsable,False,False,2–5,<= 512 (normal)
146,Can serum be used for analyzing the EGFR mutation status in patients with advanced non-small cell lung cancer?,yes,no,False,6.4537,7.7593,4.9912,1.3056,EGFR mutation status in serum samples is a good predictor of EGFR mutation status in tumor samples.,310,False,False,unparsable,False,False,1–2,<= 512 (normal)
147,Are failures of anterior cruciate ligament reconstruction associated with steep posterior tibial slopes?,yes,no,False,6.5106,7.2801,4.8673,0.7695,"""The PTS of the ACLR failure group was significantly steeper than the control group.""",396,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
148,Do teleoncology models of care enable safe delivery of chemotherapy in rural towns?,yes,no,False,4.0665,9.1759,4.2425,4.9334,"TCC patients received a mean of 4.25 cycles of chemotherapy (range 1-12), and Mt Isa patients received a mean of 4.25",290,False,False,unparsable,False,False,2–5,<= 512 (normal)
149,Is solitary kidney really more resistant to ischemia?,yes,no,False,3.4603,7.0612,4.4016,2.6596,solitary kidney is more resistant to warm ischemia than paired kidney.,276,False,False,unparsable,False,False,2–5,<= 512 (normal)
150,Is it safe to perform rectal anastomosis in gynaecological debulking surgery without a diverting stoma?,yes,no,False,2.8491,10.1412,2.6232,7.2921,"no stoma (n = 14; 33%), diverting stoma (n = 14; 33%), diverting stoma and Hartmann's",188,False,False,no,True,True,> 5 (confident),<= 512 (normal)
151,Has the mammography quality standards act affected the mammography quality in North Carolina?,yes,no,False,5.6052,7.5708,4.5805,1.9656,"""Mammography quality standards have not affected the quality of mammography in North Carolina.""",219,False,False,unparsable,False,False,1–2,<= 512 (normal)
152,Is breast cancer prognosis inherited?,yes,no,False,5.467,7.4171,4.3181,1.9501,The association between breast cancer prognosis and breast cancer mortality among sisters is stronger than among daughters.,328,False,False,unparsable,False,False,1–2,<= 512 (normal)
153,c-Kit-dependent growth of uveal melanoma cells: a potential therapeutic target?,yes,no,False,7.0388,7.2683,4.7555,0.2295,c-kit is a potential therapeutic target in uveal melanoma.,311,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
154,Pituitary apoplexy: do histological features influence the clinical presentation and outcome?,yes,no,False,5.2664,8.8473,2.7077,3.5809,"""No.""",177,False,False,no,True,True,2–5,<= 512 (normal)
155,Orthostatic myoclonus: an underrecognized cause of unsteadiness?,yes,no,False,1.7153,7.3295,3.8116,3.518,"""No.""",322,False,False,no,True,True,2–5,<= 512 (normal)
156,Is low serum chloride level a risk factor for cardiovascular mortality?,yes,no,False,5.5189,7.8807,5.0791,2.3617,low serum chloride level is a risk factor for CVD mortality.,349,False,False,unparsable,False,False,2–5,<= 512 (normal)
157,Does ethnicity affect where people with cancer die?,yes,no,False,1.4823,7.5976,3.8414,3.7562,'The place of death is not the same for all BAME groups'.,472,False,False,unparsable,False,False,2–5,<= 512 (normal)
158,Transesophageal echocardiographic assessment of left ventricular function in brain-dead patients: are marginally acceptable hearts suitable for transplantation?,yes,no,False,2.7376,8.033,5.5373,2.4957,the donor heart is not suitable for transplantation.,372,False,False,no,True,True,2–5,<= 512 (normal)
159,Can the postoperative pain level be predicted preoperatively?,yes,no,False,7.2952,8.426,4.2372,1.1308,"""yes"" for a patient with a history of surgical pain, ""maybe"" for a patient with a history of chronic pain, ""maybe",211,False,False,yes,True,False,1–2,<= 512 (normal)
160,Does age moderate the effect of personality disorder on coping style in psychiatric inpatients?,yes,no,False,4.583,8.117,5.0579,3.0591,"""There is no relationship between personality disorder and coping style in psychiatric inpatients.""",262,False,False,no,True,True,2–5,<= 512 (normal)
161,Is neck pain associated with worse health-related quality of life 6 months later?,yes,no,False,5.3971,10.1287,6.009,4.1197,"""There is no association between neck pain and HRQoL 6 months later.""",481,False,False,no,True,True,2–5,<= 512 (normal)
162,Dose end-tidal carbon dioxide measurement correlate with arterial carbon dioxide in extremely low birth weight infants in the first week of life?,yes,no,False,6.8039,8.4631,3.9692,1.6592,"""EtCO (2) > PaCO (2).""",337,False,False,unparsable,False,False,1–2,<= 512 (normal)
163,Does Residency Selection Criteria Predict Performance in Orthopaedic Surgery Residency?,yes,no,False,5.775,7.3557,2.9041,1.5807,"""The number of clinical honors received in medical school is associated with higher global evaluation scores.""",490,False,False,unparsable,False,False,1–2,<= 512 (normal)
164,Is CA72-4 a useful biomarker in differential diagnosis between ovarian endometrioma and epithelial ovarian cancer?,yes,no,False,4.7877,7.9613,2.9293,3.1736,CA72-4 > 100 U / ml in patients with ovarian endometrioma and CA125 < 35 U / ml in patients with ovarian cancer.,230,False,False,unparsable,False,False,2–5,<= 512 (normal)
165,Is the breast best for children with a family history of atopy?,yes,no,False,5.6724,8.725,4.76,3.0526,breast-feeding protects against respiratory tract infections and skin infections in normal children with a family history of atopy.,260,False,False,unparsable,False,False,2–5,<= 512 (normal)
166,Is Bare-Metal Stent Implantation Still Justifiable in High Bleeding Risk Patients Undergoing Percutaneous Coronary Intervention?,yes,no,False,4.6634,7.9821,5.3728,2.6093,"""Bare-metal stent implantation still remains a viable option in HBR patients,"" and the current study provides evidence that E-ZES implantation",406,False,False,unparsable,False,False,2–5,<= 512 (normal)
167,"Marital status, living arrangement and mortality: does the association vary by gender?",yes,no,False,2.8452,7.526,3.7787,3.7473,"widowed men and women have a similar mortality risk, divorced men have a higher mortality risk than married men, and single men have a higher mortality",320,False,False,unparsable,False,False,2–5,<= 512 (normal)
168,Does ibuprofen increase perioperative blood loss during hip arthroplasty?,yes,no,False,7.0541,8.7794,3.6639,1.7253,"""There is no difference in perioperative blood loss between the two groups.""",208,False,False,no,True,True,1–2,<= 512 (normal)
169,Can magnetic resonance imaging accurately predict concordant pain provocation during provocative disc injection?,yes,no,False,3.753,8.6481,3.8151,4.8329,(1) disc protrusion with HIZ; (2) disc protrusion without HIZ; (3) disc protrusion with HIZ; (4),345,False,False,unparsable,False,False,2–5,<= 512 (normal)
170,Does case-mix based reimbursement stimulate the development of process-oriented care delivery?,yes,no,False,3.0659,7.0592,3.1559,3.9034,the case-mix based reimbursement does not stimulate the development of care coordination.,253,False,False,unparsable,False,False,2–5,<= 512 (normal)
171,Cerebromediastinal tuberculosis in a child with a probable Say-Barber-Miller syndrome: a causative link?,yes,maybe,False,-0.5853,6.4239,6.4996,0.0757,tuberculosis is a possible cause of cerebro-mediastinal tuberculosis in a child with a probable Say-Barber-Miller syndrome.,257,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
172,Is the determination of specific IgE against components using ISAC 112 a reproducible technique?,yes,no,False,3.5522,7.7469,2.998,4.1947,the ISAC 112 is a reproducible technique.,383,False,False,unparsable,False,False,2–5,<= 512 (normal)
173,Schizophrenia patients with high intelligence: A clinically distinct sub-type of schizophrenia?,yes,no,False,3.6956,7.3191,5.0601,2.259,'Schizophrenia patients with high IQ are a clinically distinct sub-type of schizophrenia'.,311,False,False,unparsable,False,False,2–5,<= 512 (normal)
174,Is halofantrine ototoxic?,yes,no,False,5.2527,8.8698,5.5756,3.2942,halofantrine ototoxicity.,205,False,False,unparsable,False,False,2–5,<= 512 (normal)
175,Identification of racial disparities in breast cancer mortality: does scale matter?,yes,no,False,2.9251,6.4095,4.7722,1.6373,"""The black and Hispanic populations in Texas are more likely to experience higher mortality rates than the White population.""",235,False,False,unparsable,False,False,1–2,<= 512 (normal)
176,Can fractional lasers enhance transdermal absorption of topical lidocaine in an in vivo animal model?,yes,no,False,5.6923,7.0926,3.6764,1.4003,"""The fractional laser at 250 µm enhances transdermal absorption of topical lidocaine in an in vivo animal model.""",386,False,False,unparsable,False,False,1–2,<= 512 (normal)
177,Does laparoscopic surgery decrease the risk of atrial fibrillation after foregut surgery?,yes,no,False,6.1115,7.9415,4.9034,1.83,laparoscopic surgery is associated with a lower risk of atrial fibrillation after foregut surgery.,356,False,False,unparsable,False,False,1–2,<= 512 (normal)
178,Is breast cancer survival improving?,yes,no,False,6.366,8.5123,5.7712,2.1462,"""There is no improvement in survival for women with recurrent breast cancer since 1974.""",288,False,False,no,True,True,2–5,<= 512 (normal)
179,Does partial expander deflation exacerbate the adverse effects of radiotherapy in two-stage breast reconstruction?,yes,no,False,4.3508,6.9842,4.0335,2.6334,partial expander deflation with radiotherapy is a safe and effective method for the management of radiation-induced skin changes in two-stage breast reconstruction.,244,False,False,unparsable,False,False,2–5,<= 512 (normal)
180,Does the clinical presentation of a prior preterm birth predict risk in a subsequent pregnancy?,yes,no,False,3.4674,8.8577,2.4149,5.3903,"ACD, PPROM, or PTL.",325,False,False,unparsable,False,False,> 5 (confident),<= 512 (normal)
181,Cold preparation use in young children after FDA warnings: do concerns still exist?,yes,no,False,3.5243,7.2211,3.8455,3.3755,"""If you have a cold, you will not treat with cold medicine.""",174,False,False,unparsable,False,False,2–5,<= 512 (normal)
182,Does occupational nuclear power plant radiation affect conception and pregnancy?,yes,no,False,4.5268,8.7345,3.5995,4.2077,"""No.""",184,False,False,no,True,True,2–5,<= 512 (normal)
183,Can shape analysis differentiate free-floating internal carotid artery thrombus from atherosclerotic plaque in patients evaluated with CTA for stroke or transient ischemic attack?,yes,no,False,4.6532,6.4542,2.9689,1.8011,FFT + / FFT-.,338,False,False,unparsable,False,False,1–2,<= 512 (normal)
184,Can pictorial warning labels on cigarette packages address smoking-related health disparities?,yes,no,False,2.3203,5.2276,3.2666,1.9611,"""The HWL is more credible, relevant, and impacts smokers more than nonsmokers.""",269,False,False,unparsable,False,False,1–2,<= 512 (normal)
185,Surgical treatment of prosthetic valve endocarditis in patients with double prostheses: is single-valve replacement safe?,yes,no,False,4.4251,9.4402,2.631,5.0151,single-valve replacement is safe in patients with PVE who have double prostheses.,310,False,False,unparsable,False,False,> 5 (confident),<= 512 (normal)
186,Do nomograms designed to predict biochemical recurrence (BCR) do a better job of predicting more clinically relevant prostate cancer outcomes than BCR?,yes,no,False,4.7069,8.2353,4.3595,3.5284,"the DPC nomogram, the JHH nomogram, the CPDR / CaPSURE nomogram, and the Kattan nomogram.",357,False,False,no,True,True,2–5,<= 512 (normal)
187,"Do ""America's Best Hospitals"" perform better for acute myocardial infarction?",yes,no,False,4.4696,6.9325,4.5426,2.3898,"""America's Best Hospitals,"" which is a list of hospitals ranked at the top in cardiology, is associated with lower short-term mortality from acute",421,False,False,unparsable,False,False,2–5,<= 512 (normal)
188,Do socioeconomic differences in mortality persist after retirement?,yes,no,False,4.8027,8.2305,3.9943,3.4278,the lower the employment grade the higher the mortality.,273,False,False,unparsable,False,False,2–5,<= 512 (normal)
189,Convulsions and retinal haemorrhage: should we look further?,yes,no,False,3.1305,8.671,2.9607,5.5404,retinal haemorrhages are not a sign of child abuse.,168,False,False,unparsable,False,False,> 5 (confident),<= 512 (normal)
190,Is the use of cyanoacrylate in intestinal anastomosis a good and reliable alternative?,yes,no,False,4.6505,7.8702,1.3421,3.2196,Ethyl-2-cyanoacrylate is a good alternative to polyglactin 910 sutures in intestinal anastomosis.,329,False,False,no,True,True,2–5,<= 512 (normal)
191,Are increased carotid artery pulsatility and resistance indexes early signs of vascular abnormalities in young obese males?,yes,no,False,3.3876,7.2057,5.3053,1.9004,"increased pulsatility index (p = 0.001), increased resistance index (p = 0.001), increased waist circumference (p = 0.001), increased systolic blood",184,False,False,unparsable,False,False,1–2,<= 512 (normal)
192,Does topical ropivacaine reduce the post-tonsillectomy morbidity in pediatric patients?,yes,no,False,5.0887,9.0588,3.9661,3.9702,topical ropivacaine hydrochloride is a safe and effective analgesic in pediatric patients undergoing tonsillectomy.,283,False,False,unparsable,False,False,2–5,<= 512 (normal)
193,Is robotically assisted laparoscopic radical prostatectomy less invasive than retropubic radical prostatectomy?,yes,no,False,3.8003,8.5298,2.4025,4.7295,RALP is less invasive than RRP.,406,False,False,unparsable,False,False,2–5,<= 512 (normal)
194,Is specialty care associated with improved survival of patients with congestive heart failure?,yes,no,False,4.0457,8.2997,3.531,4.254,the pattern of outpatient care is not associated with improved survival of patients with CHF.,458,False,False,unparsable,False,False,2–5,<= 512 (normal)
195,Histologic evaluation of the testicular remnant associated with the vanishing testes syndrome: is surgical management necessary?,yes,no,False,5.432,9.5458,3.3312,4.1138,1) The testicular remnant is a remnant of viable germ cells; 2) The testicular remnant is a remnant of seminiferous tubules without germ cell elements; or,249,False,False,unparsable,False,False,2–5,<= 512 (normal)
196,Does oxybutynin hydrochloride cause arrhythmia in children with bladder dysfunction?,yes,no,False,6.4934,7.3631,4.9131,0.8697,"""There is a significant increase in the QT interval in children with bladder dysfunction treated with oxybutynin.""",105,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
197,Does the manic/mixed episode distinction in bipolar disorder patients run true over time?,yes,no,False,7.4724,7.8626,4.7895,0.3902,"""The manic / mixed episode distinction in bipolar disorder patients runs true over time.""",141,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
198,Is the first urinary albumin/creatinine ratio (ACR) in women with suspected preeclampsia a prognostic factor for maternal and neonatal adverse outcome?,yes,no,False,8.5588,9.4719,4.2289,0.9131,"""There is a need to reconsider the use of the ACR in women with suspected preeclampsia.""",316,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
199,Are pediatric concussion patients compliant with discharge instructions?,yes,no,False,4.4705,7.8741,1.8672,3.4036,"""The patient is not compliant with the discharge instructions.""",424,False,False,no,True,True,2–5,<= 512 (normal)
200,Can communication with terminally ill patients be taught?,yes,no,False,4.7474,5.7832,2.2202,1.0358,"""I am not sure about the diagnosis of cancer,"" ""I am not sure about the prognosis,"" ""I am not sure about the treatment",297,False,False,no,True,True,1–2,<= 512 (normal)
201,Are environmental factors important in primary systemic vasculitis?,yes,no,False,4.2061,8.3978,1.5651,4.1918,"""There is a possible association between PSV and occupational silica exposure in the index year,"" and ""There is a possible association between PSV and occupational solvent",494,False,False,unparsable,False,False,2–5,<= 512 (normal)
202,Diagnosis and follow-up in constipated children: should we use ultrasound?,yes,no,False,4.5615,8.5374,4.5008,3.9759,"constipation (n = 35; mean age, 6.8 ± 2.9 years), normal (n = 31; mean age, 8.4 ± 3.8 years),",406,False,False,unparsable,False,False,2–5,<= 512 (normal)
203,Out of the smokescreen II: will an advertisement targeting the tobacco industry affect young people's perception of smoking in movies and their intention to smoke?,yes,no,False,4.4351,8.1403,4.1056,3.7052,the antismoking advertisement had no effect on the perception of smoking in movies or on the intention to smoke in 12 months time among non-,402,False,False,unparsable,False,False,2–5,<= 512 (normal)
204,Do general practitioner hospitals reduce the utilisation of general hospital beds?,yes,no,False,2.9355,7.79,4.1104,3.6796,"the lower admission rate to general hospitals in peripheral municipalities with access to GP hospitals is due to a lower rate of admissions to general hospitals, and the lower",241,False,False,unparsable,False,False,2–5,<= 512 (normal)
205,Does insulin resistance drive the association between hyperglycemia and cardiovascular risk?,yes,no,False,4.4677,8.0285,4.4873,3.5411,insulin resistance is not the only factor that explains the association between hyperglycemia and CVD risk.,358,False,False,unparsable,False,False,2–5,<= 512 (normal)
206,Ultra high risk (UHR) for psychosis criteria: are there different levels of risk for transition to psychosis?,yes,no,False,3.5093,7.8184,2.7556,4.309,"the risk of transition to psychosis was highest for the combination of APS + Trait (p = 0.001, adjusted analysis).",305,False,False,unparsable,False,False,2–5,<= 512 (normal)
207,Aberrant loss of dickkopf-3 in gastric cancer: can it predict lymph node metastasis preoperatively?,yes,no,False,4.4985,7.5407,2.9093,3.0422,DKK3 expression status is a potential prognostic marker for lymph node metastasis in gastric cancer.,346,False,False,unparsable,False,False,2–5,<= 512 (normal)
208,Can CT predict the level of CSF block in tuberculous hydrocephalus?,yes,no,False,4.0973,6.7453,2.7444,2.648,"""If the third ventricle is round, the ventricle is communicating,"" ""If the ventricle is oval, the ventricle is non-communicating,"" """,195,False,False,unparsable,False,False,2–5,<= 512 (normal)
209,Is oral endotracheal intubation efficacy impaired in the helicopter environment?,yes,no,False,4.3398,7.8843,3.7968,3.5445,"""There is no impairment of intubation efficacy in the BO-105 helicopter environment.""",247,False,False,no,True,True,2–5,<= 512 (normal)
210,Sternal plating for primary and secondary sternal closure; can it improve sternal stability?,yes,no,False,2.6043,7.5957,1.4083,4.9914,the plate group required significantly less pressure to cause 2.0 mm separation than the wire / cable group (p < 0.05).,312,False,False,unparsable,False,False,2–5,<= 512 (normal)
211,Can early second-look tympanoplasty reduce the rate of conversion to modified radical mastoidectomy?,yes,no,False,2.2001,8.3984,4.415,3.9834,the rate of conversion to a modified radical mastoidectomy was low (3%).,216,False,False,unparsable,False,False,2–5,<= 512 (normal)
212,Can T-cell deficiency affect spatial learning ability following toluene exposure?,yes,no,False,4.8543,7.279,3.0295,2.4248,"""The toluene-exposed nude mice showed better retention memory than the control group.""",228,False,False,unparsable,False,False,2–5,<= 512 (normal)
213,Are acceptance rates of a national preventive home visit programme for older people socially imbalanced?,yes,no,False,6.0417,7.9134,6.2767,1.6368,"""The municipality invitational procedure for the preventive home visit is not effective.""",287,False,False,unparsable,False,False,1–2,<= 512 (normal)
214,Increased neutrophil migratory activity after major trauma: a factor in the etiology of acute respiratory distress syndrome?,yes,no,False,3.2005,6.4479,3.8864,2.5616,"increased neutrophil migratory activity in the early postinjury phase, before the development of ARDS.",422,False,False,unparsable,False,False,2–5,<= 512 (normal)
215,"Do improvements in outreach, clinical, and family and community-based services predict improvements in child survival?",yes,no,False,0.9355,6.9804,0.6998,6.045,"clinical services, outreach, and family and community-based services are associated with reductions in U5MR.",391,False,False,unparsable,False,False,> 5 (confident),<= 512 (normal)
216,Vertical lines in distal esophageal mucosa (VLEM): a true endoscopic manifestation of esophagitis in children?,yes,no,False,4.1004,8.199,3.8097,4.0987,VLEM is a true endoscopic manifestation of esophagitis in children.,270,False,False,unparsable,False,False,2–5,<= 512 (normal)
217,An HIV1/2 point of care test on sputum for screening TB/HIV co-infection in Central India - Will it work?,yes,no,False,4.7863,7.4921,4.3206,2.7058,"""The test is positive"" or ""the test is negative.""",249,False,False,unparsable,False,False,2–5,<= 512 (normal)
218,Is crime associated with over-the-counter pharmacy syringe sales?,yes,no,False,5.8283,8.082,5.4554,2.2537,"""There is a link between crime and OTC syringe sales.""",280,False,False,unparsable,False,False,2–5,<= 512 (normal)
219,Colorectal cancer in young patients: is it a distinct clinical entity?,yes,no,False,1.8499,6.9201,4.1436,2.7764,colorectal cancer in young patients is a distinct clinical entity.,347,False,False,unparsable,False,False,2–5,<= 512 (normal)
220,Does evidence-based practice improve patient outcomes?,yes,no,False,5.758,8.3659,3.6068,2.6078,"""The EBP unit was not achieving better patient outcomes than the SP doctors.""",378,False,False,no,True,True,2–5,<= 512 (normal)
221,Can the prognosis of polymyalgia rheumatica be predicted at disease onset?,yes,no,False,4.9589,8.5301,4.0937,3.5712,"PV > or = 2.00 mPa s (HR = 4.00; 95% CI 1.31, 12.84; P = 0.015), HLA-DRB1",371,False,False,unparsable,False,False,2–5,<= 512 (normal)
