idx,question,true_label,predicted_label,correct,score_yes,score_no,score_maybe,confidence_margin,generated_text,prompt_token_len,truncated,uncertain,parsed_from_text,is_parsable,text_label_match,margin_bucket,length_bucket
104,Do older adults with cancer fall more often?,yes,yes,True,16.4551,16.2651,14.3917,0.1901,yes / no / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,266,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
105,Two-year follow-up survey of patients with allergic contact dermatitis from an occupational cohort: is the prognosis dependent on the omnipresence of the allergen?,yes,no,False,15.8444,16.7354,14.7465,0.891,no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,276,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
106,Is there a favorable subset of patients with prostate cancer who develop oligometastases?,yes,no,False,15.5992,15.6168,13.9161,0.0175,no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,429,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
107,Does radiotherapy around the time of pregnancy for Hodgkin's disease modify the risk of breast cancer?,yes,yes,True,17.0145,16.5839,14.8878,0.4306,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,355,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
108,Does left atrial appendage (LAA) occlusion device alter the echocardiography and electrocardiogram parameters in patients with atrial fibrillation?,yes,no,False,15.337,15.4949,13.8817,0.1579,no / yes / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,264,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
109,Is non-invasive diagnosis of esophageal varices in patients with compensated hepatic cirrhosis possible by duplex Doppler ultrasonography?,yes,no,False,15.5386,15.8133,13.8381,0.2747,no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,423,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
110,Do inhaled steroids differ from cromones in terms of hospital admission rates for asthma in children?,yes,yes,True,16.5992,16.3902,15.0608,0.209,yes / no / maybe yes / no.,295,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
111,Does airway surgery lower serum lipid levels in obstructive sleep apnea patients?,yes,yes,True,15.5271,14.9757,13.9807,0.5514,yes / no / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,360,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
112,Israeli hospital preparedness for terrorism-related multiple casualty incidents: can the surge capacity and injury severity distribution be better predicted?,yes,yes,True,15.3425,15.2191,14.2333,0.1233,yes / no / maybe / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes,331,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
113,Do instrumental activities of daily living predict dementia at 1- and 2-year follow-up?,yes,yes,True,18.1597,17.4075,15.9424,0.7522,yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,322,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
114,Is pelvic pain associated with defecatory symptoms in women with pelvic organ prolapse?,yes,no,False,17.1032,17.5771,15.5919,0.4739,no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,200,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
115,Does the SCL 90-R obsessive-compulsive dimension identify cognitive impairments?,yes,yes,True,17.6438,16.7155,15.0599,0.9284,yes / no / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,248,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
116,Is non-HDL-cholesterol a better predictor of long-term outcome in patients after acute myocardial infarction compared to LDL-cholesterol?,yes,yes,True,16.3832,16.1197,14.653,0.2635,yes / no / maybe yes / no.,407,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
117,Body diffusion-weighted MR imaging of uterine endometrial cancer: is it helpful in the detection of cancer in nonenhanced MR imaging?,yes,yes,True,15.9807,15.678,13.9249,0.3027,yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes /,335,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
118,Does pediatric housestaff experience influence tests ordered for infants in the neonatal intensive care unit?,yes,yes,True,15.7751,15.6128,14.2474,0.1623,yes / no / maybe / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes,362,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
119,Biomolecular identification of allergenic pollen: a new perspective for aerobiological monitoring?,yes,yes,True,16.4786,15.2957,15.0594,1.1829,yes / no.,271,False,False,yes,True,True,1–2,<= 512 (normal)
120,Is the 7th TNM edition suitable for biological predictor in early gastric cancer?,yes,no,False,15.4502,16.2507,14.8496,0.8005,no / yes / yes / yes.,235,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
121,Are lower fasting plasma glucose levels at diagnosis of type 2 diabetes associated with improved outcomes?,yes,yes,True,16.7987,16.7959,14.4012,0.0028,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,292,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
122,Remote ischemic postconditioning: does it protect against ischemic damage in percutaneous coronary revascularization?,yes,yes,True,16.4747,15.5356,14.0971,0.9391,yes / no / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,230,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
123,Does multi-modal cervical physical therapy improve tinnitus in patients with cervicogenic somatic tinnitus?,yes,yes,True,16.341,16.2863,15.2816,0.0547,yes / no / maybe yes / no / yes / no / yes / no / yes / no / yes / no / yes / no /,346,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
124,Processing fluency effects: can the content and presentation of participant information sheets influence recruitment and participation for an antenatal intervention?,yes,yes,True,18.9207,17.975,15.9845,0.9457,yes / no / maybe yes / no / yes / no / yes / no / yes / no / yes / no / yes / no /,246,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
125,Fulfilling human resources development goal in West Africa: can the training of ophthalmologist diplomates be improved?,yes,yes,True,15.5042,14.9588,14.2515,0.5455,yes / no / maybe / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes,416,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
126,Predicting admission at triage: are nurses better than a simple objective score?,yes,no,False,17.3549,18.3414,16.3507,0.9865,no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,353,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
127,Are adult body circumferences associated with height?,yes,yes,True,16.5993,15.3847,14.0207,1.2146,yes / no / maybe / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes,363,False,False,yes,True,True,1–2,<= 512 (normal)
128,Can progression of valvar aortic stenosis be predicted accurately?,yes,yes,True,15.3214,14.2834,13.2782,1.038,yes / no / maybe yes / no.,282,False,False,yes,True,True,1–2,<= 512 (normal)
129,Does the National Institutes of Health Stroke Scale favor left hemisphere strokes?,yes,yes,True,16.8148,16.3537,14.6345,0.4611,yes / no / maybe yes / no.,395,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
130,MiraLAX vs. Golytely: is there a significant difference in the adenoma detection rate?,yes,no,False,16.6876,16.7773,15.1174,0.0898,no yes / no yes / no yes / no yes / no yes / no yes yes yes yes yes yes yes yes yes yes yes yes yes yes,352,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
131,Can gingival crevicular blood be relied upon for assessment of blood glucose level?,yes,yes,True,17.104,15.9747,14.4329,1.1293,yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes /,263,False,False,yes,True,True,1–2,<= 512 (normal)
132,Is zero central line-associated bloodstream infection rate sustainable?,yes,yes,True,16.6828,15.7262,14.5779,0.9565,yes / no / maybe / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes,288,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
133,Does treatment duration affect outcome after radiotherapy for prostate cancer?,yes,yes,True,15.9542,15.674,14.1552,0.2803,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,356,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
134,Patient-Controlled Therapy of Breathlessness in Palliative Care: A New Therapeutic Concept for Opioid Administration?,yes,yes,True,15.0891,14.7454,13.4071,0.3437,yes / no / maybe yes / no / maybe yes / no / yes / no / yes / no / yes / no / yes /,401,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
135,Is pain a clinically relevant problem in general adult psychiatry?,yes,no,False,17.0692,17.1221,15.6403,0.0529,no yes / no.,246,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
136,Should displaced midshaft clavicular fractures be treated surgically?,yes,yes,True,16.9459,16.0776,14.6224,0.8683,yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes /,304,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
137,Telemedicine and type 1 diabetes: is technology per se sufficient to improve glycaemic control?,yes,yes,True,16.5732,15.9607,14.2871,0.6125,yes / no / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,326,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
138,Do European people with type 1 diabetes consume a high atherogenic diet?,yes,yes,True,16.4742,16.3901,15.5512,0.0841,yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes /,346,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
139,Preoperative platelet count in esophageal squamous cell carcinoma: is it a prognostic factor?,yes,no,False,15.9071,16.7446,14.558,0.8375,no / yes / yes.,309,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
140,Should serum pancreatic lipase replace serum amylase as a biomarker of acute pancreatitis?,yes,no,False,15.5107,15.9859,14.2383,0.4752,no yes / no yes / yes yes yes.,382,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
141,Do Electrochemiluminescence Assays Improve Prediction of Time to Type 1 Diabetes in Autoantibody-Positive TrialNet Subjects?,yes,yes,True,16.9017,16.6425,14.2312,0.2592,yes / no / maybe yes / no / yes / yes / yes / yes.,357,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
142,Does SYNTAX score predict in-hospital outcomes in patients with ST elevation myocardial infarction undergoing primary percutaneous coronary intervention?,yes,no,False,16.2789,16.3005,14.3134,0.0216,no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,356,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
143,Are behavioural risk factors to be blamed for the conversion from optimal blood pressure to hypertensive status in Black South Africans?,yes,no,False,16.945,17.4021,15.0314,0.4571,no / yes / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,367,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
144,Does the type of tibial component affect mechanical alignment in unicompartmental knee replacement?,yes,yes,True,15.9638,15.0736,14.2415,0.8902,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,269,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
145,Upstream solutions: does the supplemental security income program reduce disability in the elderly?,yes,yes,True,17.2005,15.1436,15.5888,1.6117,yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,320,False,False,yes,True,True,1–2,<= 512 (normal)
146,Can serum be used for analyzing the EGFR mutation status in patients with advanced non-small cell lung cancer?,yes,no,False,15.4044,16.3369,14.0033,0.9326,no / yes / yes / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,302,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
147,Are failures of anterior cruciate ligament reconstruction associated with steep posterior tibial slopes?,yes,yes,True,16.3074,16.081,15.0582,0.2265,yes / no / maybe yes / no.,388,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
148,Do teleoncology models of care enable safe delivery of chemotherapy in rural towns?,yes,no,False,15.6864,16.0798,14.4847,0.3934,no yes / no yes / no yes / no.,282,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
149,Is solitary kidney really more resistant to ischemia?,yes,yes,True,14.4946,14.0824,13.0388,0.4122,yes / no / maybe yes / no / yes / no / yes / no / yes / no / yes / no / yes / no /,268,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
150,Is it safe to perform rectal anastomosis in gynaecological debulking surgery without a diverting stoma?,yes,no,False,15.5063,15.6993,15.2199,0.1929,no / yes / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,180,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
151,Has the mammography quality standards act affected the mammography quality in North Carolina?,yes,yes,True,16.6421,16.1676,15.147,0.4745,yes / no / maybe / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes,211,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
152,Is breast cancer prognosis inherited?,yes,yes,True,17.9387,17.6727,15.8522,0.266,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes / yes yes yes yes yes yes,320,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
153,c-Kit-dependent growth of uveal melanoma cells: a potential therapeutic target?,yes,yes,True,15.0801,14.4495,13.7187,0.6307,yes / no / maybe yes / no.,303,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
154,Pituitary apoplexy: do histological features influence the clinical presentation and outcome?,yes,yes,True,16.1206,15.7393,14.6458,0.3812,yes / no / maybe yes / no.,169,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
155,Orthostatic myoclonus: an underrecognized cause of unsteadiness?,yes,yes,True,15.9242,15.8313,14.2901,0.0929,yes / no / maybe yes / no.,314,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
156,Is low serum chloride level a risk factor for cardiovascular mortality?,yes,yes,True,16.2221,15.1757,13.4378,1.0465,yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes /,341,False,False,yes,True,True,1–2,<= 512 (normal)
157,Does ethnicity affect where people with cancer die?,yes,no,False,16.9552,17.8593,15.3582,0.9041,no / yes / no.,464,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
158,Transesophageal echocardiographic assessment of left ventricular function in brain-dead patients: are marginally acceptable hearts suitable for transplantation?,yes,yes,True,15.5436,14.9351,13.3534,0.6085,yes / no / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,364,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
159,Can the postoperative pain level be predicted preoperatively?,yes,yes,True,16.2764,15.2347,15.0428,1.0417,yes / no / maybe yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes /,203,False,False,yes,True,True,1–2,<= 512 (normal)
160,Does age moderate the effect of personality disorder on coping style in psychiatric inpatients?,yes,yes,True,17.5508,16.868,15.0759,0.6829,yes / no / maybe / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes,254,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
161,Is neck pain associated with worse health-related quality of life 6 months later?,yes,no,False,16.5625,16.5776,14.732,0.015,no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,473,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
162,Dose end-tidal carbon dioxide measurement correlate with arterial carbon dioxide in extremely low birth weight infants in the first week of life?,yes,yes,True,16.2913,15.1882,13.9892,1.1031,yes / no / maybe yes / no.,329,False,False,yes,True,True,1–2,<= 512 (normal)
163,Does Residency Selection Criteria Predict Performance in Orthopaedic Surgery Residency?,yes,yes,True,17.1817,16.6103,15.5681,0.5714,yes / no / maybe / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes,482,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
164,Is CA72-4 a useful biomarker in differential diagnosis between ovarian endometrioma and epithelial ovarian cancer?,yes,yes,True,15.728,15.075,13.699,0.653,yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes /,222,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
165,Is the breast best for children with a family history of atopy?,yes,yes,True,16.1331,15.9502,14.9808,0.1829,yes / no / maybe / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes,252,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
166,Is Bare-Metal Stent Implantation Still Justifiable in High Bleeding Risk Patients Undergoing Percutaneous Coronary Intervention?,yes,no,False,16.2732,16.5331,15.6689,0.2599,no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,398,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
167,"Marital status, living arrangement and mortality: does the association vary by gender?",yes,yes,True,16.6522,15.9092,14.9932,0.743,yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes /,312,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
168,Does ibuprofen increase perioperative blood loss during hip arthroplasty?,yes,yes,True,15.968,14.6515,13.6382,1.3165,yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes /,200,False,False,yes,True,True,1–2,<= 512 (normal)
169,Can magnetic resonance imaging accurately predict concordant pain provocation during provocative disc injection?,yes,no,False,15.5357,15.959,14.5782,0.4233,no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,337,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
170,Does case-mix based reimbursement stimulate the development of process-oriented care delivery?,yes,yes,True,15.7929,14.7787,14.6626,1.0143,yes / no / maybe yes / no / maybe yes / yes / yes / yes / yes / yes / yes / yes / yes /,245,False,False,yes,True,True,1–2,<= 512 (normal)
171,Cerebromediastinal tuberculosis in a child with a probable Say-Barber-Miller syndrome: a causative link?,yes,yes,True,15.9545,14.7587,14.2192,1.1958,yes / no / maybe yes / no.,249,False,False,yes,True,True,1–2,<= 512 (normal)
172,Is the determination of specific IgE against components using ISAC 112 a reproducible technique?,yes,yes,True,15.3912,14.6288,13.4011,0.7624,yes / no / maybe yes / no.,375,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
173,Schizophrenia patients with high intelligence: A clinically distinct sub-type of schizophrenia?,yes,yes,True,17.5243,17.1422,16.108,0.382,yes / no / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,303,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
174,Is halofantrine ototoxic?,yes,yes,True,15.0882,15.0176,13.7308,0.0705,yes / no / maybe yes / no / maybe no / yes / yes / yes / yes / yes / yes / yes / yes /,197,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
175,Identification of racial disparities in breast cancer mortality: does scale matter?,yes,yes,True,17.3635,15.6738,15.3836,1.6897,yes / no / maybe.,227,False,False,yes,True,True,1–2,<= 512 (normal)
176,Can fractional lasers enhance transdermal absorption of topical lidocaine in an in vivo animal model?,yes,yes,True,15.6149,15.5408,14.5088,0.0741,yes / no / maybe yes / no / yes / no / yes / yes / no / yes / yes / yes / yes / yes /,378,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
177,Does laparoscopic surgery decrease the risk of atrial fibrillation after foregut surgery?,yes,no,False,16.4253,16.5482,14.8331,0.1229,no yes / no yes / yes yes.,348,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
178,Is breast cancer survival improving?,yes,yes,True,16.4716,16.3438,14.2854,0.1278,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,280,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
179,Does partial expander deflation exacerbate the adverse effects of radiotherapy in two-stage breast reconstruction?,yes,yes,True,14.9192,13.9941,13.8594,0.9251,yes / no / maybe yes / no / maybe no / yes / yes / yes / yes / yes / yes / yes / yes /,236,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
180,Does the clinical presentation of a prior preterm birth predict risk in a subsequent pregnancy?,yes,no,False,15.5891,15.7874,13.801,0.1983,no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,317,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
181,Cold preparation use in young children after FDA warnings: do concerns still exist?,yes,yes,True,15.4929,14.8717,15.1229,0.37,yes / no / maybe / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes,166,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
182,Does occupational nuclear power plant radiation affect conception and pregnancy?,yes,yes,True,15.6093,15.0982,13.9602,0.5111,yes / no / maybe yes / no.,176,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
183,Can shape analysis differentiate free-floating internal carotid artery thrombus from atherosclerotic plaque in patients evaluated with CTA for stroke or transient ischemic attack?,yes,yes,True,15.4899,15.2176,14.1261,0.2723,yes / no / maybe / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes,330,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
184,Can pictorial warning labels on cigarette packages address smoking-related health disparities?,yes,yes,True,18.033,16.5618,15.5556,1.4712,yes / no / maybe / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes,261,False,False,yes,True,True,1–2,<= 512 (normal)
185,Surgical treatment of prosthetic valve endocarditis in patients with double prostheses: is single-valve replacement safe?,yes,no,False,15.2035,15.3189,14.5165,0.1154,no yes / no yes / no.,302,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
186,Do nomograms designed to predict biochemical recurrence (BCR) do a better job of predicting more clinically relevant prostate cancer outcomes than BCR?,yes,yes,True,16.3009,15.8029,14.5525,0.4979,yes / no / maybe yes / no.,349,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
187,"Do ""America's Best Hospitals"" perform better for acute myocardial infarction?",yes,yes,True,17.3298,16.8927,15.6716,0.4371,yes / no / maybe / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes,413,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
188,Do socioeconomic differences in mortality persist after retirement?,yes,yes,True,17.0601,16.5755,15.2235,0.4846,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes yes yes yes yes yes yes yes yes yes,265,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
189,Convulsions and retinal haemorrhage: should we look further?,yes,no,False,15.403,15.5647,15.0162,0.1617,no yes / no.,160,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
190,Is the use of cyanoacrylate in intestinal anastomosis a good and reliable alternative?,yes,yes,True,15.2023,14.4172,12.3194,0.7851,yes / no / maybe / no / yes / no.,321,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
191,Are increased carotid artery pulsatility and resistance indexes early signs of vascular abnormalities in young obese males?,yes,yes,True,16.3687,15.5462,13.9154,0.8225,yes / no / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,176,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
192,Does topical ropivacaine reduce the post-tonsillectomy morbidity in pediatric patients?,yes,no,False,15.0289,15.1466,13.5295,0.1178,no / yes / yes / no / yes / no / yes / no / yes / no / yes / no / yes / no / yes /,275,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
193,Is robotically assisted laparoscopic radical prostatectomy less invasive than retropubic radical prostatectomy?,yes,yes,True,15.5248,15.2733,13.6674,0.2515,yes / no / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,398,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
194,Is specialty care associated with improved survival of patients with congestive heart failure?,yes,yes,True,16.9112,16.6397,14.897,0.2715,yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,450,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
195,Histologic evaluation of the testicular remnant associated with the vanishing testes syndrome: is surgical management necessary?,yes,yes,True,15.0803,14.8046,14.3812,0.2757,yes / no / maybe / no.).,241,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
196,Does oxybutynin hydrochloride cause arrhythmia in children with bladder dysfunction?,yes,yes,True,15.7862,15.0795,14.4004,0.7067,yes / no / maybe yes / no / yes / no / yes / no / yes / no / yes / no / yes / no /,97,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
197,Does the manic/mixed episode distinction in bipolar disorder patients run true over time?,yes,yes,True,16.4174,15.2646,14.0704,1.1528,yes / no / maybe yes / no.,133,False,False,yes,True,True,1–2,<= 512 (normal)
198,Is the first urinary albumin/creatinine ratio (ACR) in women with suspected preeclampsia a prognostic factor for maternal and neonatal adverse outcome?,yes,yes,True,18.0231,17.9192,16.1343,0.1039,yes / no / no / yes / yes / yes / yes / yes / yes / yes yes yes yes yes yes yes yes yes yes yes yes,308,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
199,Are pediatric concussion patients compliant with discharge instructions?,yes,no,False,15.758,16.1671,14.7295,0.4091,no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,416,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
200,Can communication with terminally ill patients be taught?,yes,yes,True,15.1865,14.4804,14.5458,0.6407,yes / no / maybe yes / no / maybe yes / no / maybe yes / no / maybe yes / no / maybe,289,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
201,Are environmental factors important in primary systemic vasculitis?,yes,yes,True,16.5921,15.9877,13.9461,0.6044,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,486,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
202,Diagnosis and follow-up in constipated children: should we use ultrasound?,yes,no,False,15.4838,15.7663,14.7646,0.2825,no / yes / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,398,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
203,Out of the smokescreen II: will an advertisement targeting the tobacco industry affect young people's perception of smoking in movies and their intention to smoke?,yes,no,False,16.195,17.0681,15.2934,0.8731,no / yes / no / yes / no / yes / no / yes / no / yes / no / yes / no / yes / no /,394,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
204,Do general practitioner hospitals reduce the utilisation of general hospital beds?,yes,yes,True,16.8345,15.8982,14.6191,0.9362,yes / no / maybe yes / no.,233,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
205,Does insulin resistance drive the association between hyperglycemia and cardiovascular risk?,yes,yes,True,16.0947,15.8412,13.8506,0.2536,yes / no / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,350,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
206,Ultra high risk (UHR) for psychosis criteria: are there different levels of risk for transition to psychosis?,yes,no,False,16.753,16.8232,14.9598,0.0702,no / yes / yes / yes / yes.,297,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
207,Aberrant loss of dickkopf-3 in gastric cancer: can it predict lymph node metastasis preoperatively?,yes,no,False,16.0439,16.2482,14.0288,0.2043,no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,338,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
208,Can CT predict the level of CSF block in tuberculous hydrocephalus?,yes,yes,True,15.4797,15.2044,14.4105,0.2752,yes / no / maybe yes / no / maybe yes / no / maybe yes / no / maybe yes / no / maybe,187,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
209,Is oral endotracheal intubation efficacy impaired in the helicopter environment?,yes,yes,True,15.6507,15.5489,14.2103,0.1019,yes / no / maybe yes / no / yes / no / yes / yes / no / yes / yes / yes / yes / yes /,239,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
